MAP_20210402-072208-179_11169	370800.538	6128028.98	92.300	-2.419103	-8.901681	-268.81842	26546.062416	7:22:09.062416
MAP_20210402-072208-358_11170	370806.208	6128027.68	92.626	-4.099734	-8.415098	-269.25209	26546.242206	7:22:09.242206
MAP_20210402-072208-539_11171	370811.893	6128026.42	92.997	-5.835221	-7.809724	-270.17383	26546.422024	7:22:09.422024
MAP_20210402-072208-719_11172	370817.582	6128025.23	93.424	-7.508117	-7.047126	-271.02868	26546.601836	7:22:09.601836
MAP_20210402-072208-899_11173	370823.264	6128024.09	93.918	-9.231964	-6.262371	-271.35869	26546.781655	7:22:09.781655
MAP_20210402-072223-823_11174	370803.644	6128122.51	100.47	-13.23078	-12.19723	-128.43695	26561.717942	7:22:24.717942
MAP_20210402-072224-015_11175	370798.882	6128119.36	99.847	-12.57389	-12.13410	-129.34764	26561.897754	7:22:24.897754
MAP_20210402-072224-195_11176	370794.144	6128116.13	99.204	-12.09298	-11.92611	-129.72142	26562.077573	7:22:25.077573
MAP_20210402-072224-375_11177	370789.433	6128112.83	98.556	-11.66097	-11.50378	-129.62879	26562.257363	7:22:25.257363
MAP_20210402-072224-554_11178	370784.747	6128109.46	97.903	-11.01092	-11.13194	-129.36060	26562.437181	7:22:25.437181
MAP_20210402-072224-736_11179	370780.091	6128106.01	97.259	-9.821670	-10.65387	-128.96226	26562.616999	7:22:25.616999
MAP_20210402-072224-914_11180	370775.463	6128102.49	96.624	-7.987022	-10.08260	-128.30114	26562.796812	7:22:25.796812
MAP_20210402-072225-088_11181	370770.859	6128098.92	95.998	-5.715871	-9.436922	-127.63060	26562.976630	7:22:25.976630
MAP_20210402-072225-268_11182	370766.274	6128095.28	95.378	-3.317240	-8.938464	-127.33326	26563.156449	7:22:26.156449
MAP_20210402-072225-447_11183	370761.702	6128091.61	94.764	-0.850861	-8.529668	-127.05722	26563.336239	7:22:26.336239
MAP_20210402-072225-628_11184	370757.134	6128087.93	94.152	1.4652970	-8.414073	-126.44582	26563.516051	7:22:26.516051
MAP_20210402-072225-807_11185	370752.560	6128084.25	93.537	3.3342350	-8.472956	-125.37111	26563.695870	7:22:26.695870
MAP_20210402-072225-988_11186	370747.975	6128080.58	92.908	4.6033610	-8.740640	-124.08548	26563.875688	7:22:26.875688
MAP_20210402-072226-174_11187	370743.375	6128076.93	92.267	5.4417190	-9.069138	-122.52647	26564.055506	7:22:27.055506
MAP_20210402-072226-354_11188	370738.752	6128073.29	91.639	5.9909000	-9.256631	-120.86702	26564.235325	7:22:27.235325
MAP_20210402-072226-534_11189	370734.104	6128069.65	91.025	6.7141400	-9.326610	-119.39833	26564.415137	7:22:27.415137
MAP_20210402-072226-713_11190	370729.424	6128066.01	90.446	7.3033190	-9.185452	-118.62944	26564.594927	7:22:27.594927
MAP_20210402-072226-892_11191	370724.706	6128062.38	89.915	6.9523560	-9.016253	-119.00555	26564.774747	7:22:27.774747
MAP_20210402-072227-054_11192	370719.958	6128058.74	89.412	5.9768150	-8.758617	-120.34885	26564.954565	7:22:27.954565
MAP_20210402-072227-234_11193	370715.187	6128055.12	88.916	4.9511290	-8.504695	-121.82363	26565.134379	7:22:28.134379
MAP_20210402-072227-414_11194	370710.398	6128051.50	88.429	4.2879980	-8.065339	-123.32172	26565.314198	7:22:28.314198
MAP_20210402-072227-594_11195	370705.593	6128047.89	87.958	3.7302640	-7.549663	-124.98675	26565.494018	7:22:28.494018
MAP_20210402-072227-773_11196	370700.782	6128044.27	87.505	3.3387760	-7.180629	-126.80453	26565.673809	7:22:28.673809
MAP_20210402-072227-954_11197	370695.966	6128040.67	87.073	2.9567380	-6.986178	-128.43394	26565.853629	7:22:28.853629
MAP_20210402-072228-150_11198	370691.139	6128037.09	86.677	2.1468800	-7.025116	-129.05575	26566.033442	7:22:29.033442
MAP_20210402-072228-330_11199	370686.301	6128033.54	86.321	0.9631290	-7.058933	-128.72029	26566.213261	7:22:29.213261
MAP_20210402-072228-509_11200	370681.460	6128029.99	85.999	-0.145719	-7.196289	-127.84940	26566.393080	7:22:29.393080
MAP_20210402-072228-690_11201	370676.626	6128026.44	85.700	-0.456794	-7.162076	-126.56288	26566.572869	7:22:29.572869
MAP_20210402-072228-869_11202	370671.804	6128022.86	85.411	0.2783200	-7.154809	-125.32714	26566.752680	7:22:29.752680
MAP_20210402-072229-016_11203	370666.990	6128019.25	85.127	1.6849460	-7.119803	-124.55968	26566.932497	7:22:29.932497
MAP_20210402-072229-196_11204	370662.174	6128015.63	84.871	2.6441890	-7.160167	-124.35369	26567.112314	7:22:30.112314
MAP_20210402-072229-375_11205	370657.349	6128011.98	84.655	2.5516480	-7.097447	-124.79937	26567.292131	7:22:30.292131
MAP_20210402-072229-555_11206	370652.516	6128008.35	84.472	2.0765480	-6.892325	-125.28834	26567.471947	7:22:30.471947
MAP_20210402-072229-735_11207	370647.679	6128004.71	84.316	1.7129730	-6.628484	-125.42750	26567.651758	7:22:30.651758
MAP_20210402-072229-915_11208	370642.841	6128001.09	84.181	1.6616630	-6.257046	-125.28068	26567.831576	7:22:30.831576
MAP_20210402-072230-128_11209	370638.003	6127997.47	84.066	1.9880530	-5.992708	-124.97054	26568.011393	7:22:31.011393
MAP_20210402-072230-309_11210	370633.164	6127993.85	83.977	2.5746750	-5.677194	-124.48833	26568.191209	7:22:31.191209
MAP_20210402-072230-488_11211	370628.321	6127990.23	83.920	3.0376550	-5.471722	-124.01348	26568.371026	7:22:31.371026
MAP_20210402-072230-668_11212	370623.475	6127986.63	83.895	3.4385400	-5.209485	-123.66706	26568.550809	7:22:31.550809
MAP_20210402-072230-847_11213	370618.625	6127983.03	83.896	3.6810440	-5.005462	-123.55899	26568.730626	7:22:31.730626
MAP_20210402-072231-027_11214	370613.772	6127979.44	83.930	3.6176720	-4.808144	-123.55364	26568.910443	7:22:31.910443
